date,price,change,change_percentage
3/4/1957,44.06,0.32,0.73%
3/5/1957,44.22,0.16,0.36%
3/6/1957,44.23,0.01,0.02%
3/7/1957,44.21,-0.02,-0.05%
3/8/1957,44.07,-0.14,-0.32%
3/11/1957,43.78,-0.29,-0.66%
3/12/1957,43.75,-0.03,-0.07%
3/13/1957,44.04,0.29,0.66%
3/14/1957,44.07,0.03,0.07%
3/15/1957,44.05,-0.02,-0.05%
3/18/1957,43.85,-0.2,-0.45%
3/19/1957,44.04,0.19,0.43%
3/20/1957,44.1,0.06,0.14%
3/21/1957,44.11,0.01,0.02%
3/22/1957,44.06,-0.05,-0.11%
3/25/1957,43.88,-0.18,-0.41%
3/26/1957,43.91,0.03,0.07%
3/27/1957,44.09,0.18,0.41%
3/28/1957,44.18,0.09,0.20%
3/29/1957,44.11,-0.07,-0.16%
4/1/1957,44.14,0.03,0.07%
4/2/1957,44.42,0.28,0.63%
4/3/1957,44.54,0.12,0.27%
4/4/1957,44.44,-0.1,-0.22%
4/5/1957,44.49,0.05,0.11%
4/8/1957,44.39,-0.1,-0.22%
4/9/1957,44.79,0.4,0.90%
4/10/1957,44.98,0.19,0.42%
4/11/1957,44.98,0,0.00%
4/12/1957,44.98,0,0.00%
4/15/1957,44.95,-0.03,-0.07%
4/16/1957,45.02,0.07,0.16%
4/17/1957,45.08,0.06,0.13%
4/18/1957,45.41,0.33,0.73%
4/22/1957,45.48,0.07,0.15%
4/23/1957,45.65,0.17,0.37%
4/24/1957,45.72,0.07,0.15%
4/25/1957,45.56,-0.16,-0.35%
4/26/1957,45.5,-0.06,-0.13%
4/29/1957,45.73,0.23,0.51%
4/30/1957,45.74,0.01,0.02%
5/1/1957,46.02,0.28,0.61%
5/2/1957,46.39,0.37,0.80%
5/3/1957,46.34,-0.05,-0.11%
5/6/1957,46.27,-0.07,-0.15%
5/7/1957,46.13,-0.14,-0.30%
5/8/1957,46.31,0.18,0.39%
5/9/1957,46.36,0.05,0.11%
5/10/1957,46.59,0.23,0.50%
5/13/1957,46.88,0.29,0.62%
5/14/1957,46.67,-0.21,-0.45%
5/15/1957,46.83,0.16,0.34%
5/16/1957,47.02,0.19,0.41%
5/17/1957,47.15,0.13,0.28%
5/20/1957,47.35,0.2,0.42%
5/21/1957,47.33,-0.02,-0.04%
5/22/1957,47.14,-0.19,-0.40%
5/23/1957,47.15,0.01,0.02%
5/24/1957,47.21,0.06,0.13%
5/27/1957,46.78,-0.43,-0.91%
5/28/1957,46.69,-0.09,-0.19%
5/29/1957,47.11,0.42,0.90%
5/31/1957,47.43,0.32,0.68%
6/3/1957,47.37,-0.06,-0.13%
6/4/1957,47.28,-0.09,-0.19%
6/5/1957,47.27,-0.01,-0.02%
6/6/1957,47.8,0.53,1.12%
6/7/1957,47.85,0.05,0.10%
6/10/1957,47.9,0.05,0.10%
6/11/1957,47.94,0.04,0.08%
6/12/1957,48.05,0.11,0.23%
6/13/1957,48.14,0.09,0.19%
6/14/1957,48.15,0.01,0.02%
6/17/1957,48.24,0.09,0.19%
6/18/1957,48.04,-0.2,-0.41%
6/19/1957,47.72,-0.32,-0.67%
6/20/1957,47.43,-0.29,-0.61%
6/21/1957,47.15,-0.28,-0.59%
6/24/1957,46.78,-0.37,-0.78%
6/25/1957,47.15,0.37,0.79%
6/26/1957,47.09,-0.06,-0.13%
6/27/1957,47.26,0.17,0.36%
6/28/1957,47.37,0.11,0.23%
7/1/1957,47.43,0.06,0.13%
7/2/1957,47.9,0.47,0.99%
7/3/1957,48.46,0.56,1.17%
7/5/1957,48.69,0.23,0.47%
7/8/1957,48.9,0.21,0.43%
7/9/1957,48.9,0,0.00%
7/10/1957,49,0.1,0.20%
7/11/1957,48.86,-0.14,-0.29%
7/12/1957,49.08,0.22,0.45%
7/15/1957,49.13,0.05,0.10%
7/16/1957,48.88,-0.25,-0.51%
7/17/1957,48.58,-0.3,-0.61%
7/18/1957,48.53,-0.05,-0.10%
7/19/1957,48.58,0.05,0.10%
7/22/1957,48.47,-0.11,-0.23%
7/23/1957,48.56,0.09,0.19%
7/24/1957,48.61,0.05,0.10%
7/25/1957,48.61,0,0.00%
7/26/1957,48.45,-0.16,-0.33%
7/29/1957,47.92,-0.53,-1.09%
7/30/1957,47.92,0,0.00%
7/31/1957,47.91,-0.01,-0.02%
8/1/1957,47.79,-0.12,-0.25%
8/2/1957,47.68,-0.11,-0.23%
8/5/1957,47.26,-0.42,-0.88%
8/6/1957,46.67,-0.59,-1.25%
8/7/1957,47.03,0.36,0.77%
8/8/1957,46.9,-0.13,-0.28%
8/9/1957,46.92,0.02,0.04%
8/12/1957,46.33,-0.59,-1.26%
8/13/1957,46.3,-0.03,-0.06%
8/14/1957,45.73,-0.57,-1.23%
8/15/1957,45.75,0.02,0.04%
8/16/1957,45.83,0.08,0.17%
8/19/1957,44.91,-0.92,-2.01%
8/20/1957,45.29,0.38,0.85%
8/21/1957,45.49,0.2,0.44%
8/22/1957,45.16,-0.33,-0.73%
8/23/1957,44.51,-0.65,-1.44%
8/26/1957,43.89,-0.62,-1.39%
8/27/1957,44.61,0.72,1.64%
8/28/1957,44.64,0.03,0.07%
8/29/1957,44.46,-0.18,-0.40%
8/30/1957,45.22,0.76,1.71%
9/3/1957,45.44,0.22,0.49%
9/4/1957,45.05,-0.39,-0.86%
9/5/1957,44.82,-0.23,-0.51%
9/6/1957,44.68,-0.14,-0.31%
9/9/1957,44.28,-0.4,-0.90%
9/10/1957,43.87,-0.41,-0.93%
9/11/1957,44.26,0.39,0.89%
9/12/1957,44.82,0.56,1.27%
9/13/1957,44.8,-0.02,-0.04%
9/16/1957,44.58,-0.22,-0.49%
9/17/1957,44.64,0.06,0.13%
9/18/1957,44.69,0.05,0.11%
9/19/1957,44.4,-0.29,-0.65%
9/20/1957,43.69,-0.71,-1.60%
9/23/1957,42.69,-1,-2.29%
9/24/1957,42.98,0.29,0.68%
9/25/1957,42.98,0,0.00%
9/26/1957,42.57,-0.41,-0.95%
9/27/1957,42.55,-0.02,-0.05%
9/30/1957,42.42,-0.13,-0.31%
10/1/1957,42.76,0.34,0.80%
10/2/1957,43.1,0.34,0.80%
10/3/1957,43.14,0.04,0.09%
10/4/1957,42.79,-0.35,-0.81%
10/7/1957,42.22,-0.57,-1.33%
10/8/1957,41.95,-0.27,-0.64%
10/9/1957,41.99,0.04,0.10%
10/10/1957,40.96,-1.03,-2.45%
10/11/1957,40.94,-0.02,-0.05%
10/14/1957,41.24,0.3,0.73%
10/15/1957,41.67,0.43,1.04%
10/16/1957,41.33,-0.34,-0.82%
10/17/1957,40.65,-0.68,-1.65%
10/18/1957,40.33,-0.32,-0.79%
10/21/1957,39.15,-1.18,-2.93%
10/22/1957,38.98,-0.17,-0.43%
10/23/1957,40.73,1.75,4.49%
10/24/1957,40.71,-0.02,-0.05%
10/25/1957,40.59,-0.12,-0.29%
10/28/1957,40.42,-0.17,-0.42%
10/29/1957,40.69,0.27,0.67%
10/30/1957,41.02,0.33,0.81%
10/31/1957,41.06,0.04,0.10%
11/1/1957,40.44,-0.62,-1.51%
11/4/1957,40.37,-0.07,-0.17%
11/6/1957,40.43,0.06,0.15%
11/7/1957,40.67,0.24,0.59%
11/8/1957,40.19,-0.48,-1.18%
11/11/1957,40.18,-0.01,-0.02%
11/12/1957,39.6,-0.58,-1.44%
11/13/1957,39.55,-0.05,-0.13%
11/14/1957,39.44,-0.11,-0.28%
11/15/1957,40.37,0.93,2.36%
11/18/1957,40.04,-0.33,-0.82%
11/19/1957,39.81,-0.23,-0.57%
11/20/1957,39.92,0.11,0.28%
11/21/1957,40.48,0.56,1.40%
11/22/1957,40.87,0.39,0.96%
11/25/1957,41.18,0.31,0.76%
11/26/1957,40.09,-1.09,-2.65%
11/27/1957,41.25,1.16,2.89%
11/29/1957,41.72,0.47,1.14%
12/2/1957,41.36,-0.36,-0.86%
12/3/1957,41.37,0.01,0.02%
12/4/1957,41.54,0.17,0.41%
12/5/1957,41.52,-0.02,-0.05%
12/6/1957,41.31,-0.21,-0.51%
12/9/1957,40.92,-0.39,-0.94%
12/10/1957,40.56,-0.36,-0.88%
12/11/1957,40.51,-0.05,-0.12%
12/12/1957,40.55,0.04,0.10%
12/13/1957,40.73,0.18,0.44%
12/16/1957,40.12,-0.61,-1.50%
12/17/1957,39.42,-0.7,-1.74%
12/18/1957,39.38,-0.04,-0.10%
12/19/1957,39.8,0.42,1.07%
12/20/1957,39.48,-0.32,-0.80%
12/23/1957,39.48,0,0.00%
12/24/1957,39.52,0.04,0.10%
12/26/1957,39.92,0.4,1.01%
12/27/1957,39.78,-0.14,-0.35%
12/30/1957,39.58,-0.2,-0.50%
12/31/1957,39.99,0.41,1.04%
1/2/1958,40.33,0.34,0.85%
1/3/1958,40.87,0.54,1.34%
1/6/1958,40.68,-0.19,-0.46%
1/7/1958,41,0.32,0.79%
1/8/1958,40.99,-0.01,-0.02%
1/9/1958,40.75,-0.24,-0.59%
1/10/1958,40.37,-0.38,-0.93%
1/13/1958,40.49,0.12,0.30%
1/14/1958,40.67,0.18,0.44%
1/15/1958,40.99,0.32,0.79%
1/16/1958,41.06,0.07,0.17%
1/17/1958,41.1,0.04,0.10%
1/20/1958,41.35,0.25,0.61%
1/21/1958,41.3,-0.05,-0.12%
1/22/1958,41.2,-0.1,-0.24%
1/23/1958,41.36,0.16,0.39%
1/24/1958,41.71,0.35,0.85%
1/27/1958,41.59,-0.12,-0.29%
1/28/1958,41.63,0.04,0.10%
1/29/1958,41.88,0.25,0.60%
1/30/1958,41.68,-0.2,-0.48%
1/31/1958,41.7,0.02,0.05%
2/3/1958,42.04,0.34,0.82%
2/4/1958,42.46,0.42,1.00%
2/5/1958,42.19,-0.27,-0.64%
2/6/1958,42.1,-0.09,-0.21%
2/7/1958,41.73,-0.37,-0.88%
2/10/1958,41.48,-0.25,-0.60%
2/11/1958,41.11,-0.37,-0.89%
2/12/1958,40.93,-0.18,-0.44%
2/13/1958,40.94,0.01,0.02%
2/14/1958,41.33,0.39,0.95%
2/17/1958,41.11,-0.22,-0.53%
2/18/1958,41.17,0.06,0.15%
2/19/1958,41.15,-0.02,-0.05%
2/20/1958,40.91,-0.24,-0.58%
2/21/1958,40.88,-0.03,-0.07%
2/24/1958,40.65,-0.23,-0.56%
2/25/1958,40.61,-0.04,-0.10%
2/26/1958,40.92,0.31,0.76%
2/27/1958,40.68,-0.24,-0.59%
2/28/1958,40.84,0.16,0.39%
3/3/1958,41.13,0.29,0.71%
3/4/1958,41.35,0.22,0.53%
3/5/1958,41.47,0.12,0.29%
3/6/1958,42,0.53,1.28%
3/7/1958,42.07,0.07,0.17%
3/10/1958,42.21,0.14,0.33%
3/11/1958,42.51,0.3,0.71%
3/12/1958,42.41,-0.1,-0.24%
3/13/1958,42.46,0.05,0.12%
3/14/1958,42.33,-0.13,-0.31%
3/17/1958,42.04,-0.29,-0.69%
3/18/1958,41.89,-0.15,-0.36%
3/19/1958,42.09,0.2,0.48%
3/20/1958,42.11,0.02,0.05%
3/21/1958,42.42,0.31,0.74%
3/24/1958,42.58,0.16,0.38%
3/25/1958,42.44,-0.14,-0.33%
3/26/1958,42.3,-0.14,-0.33%
3/27/1958,42.17,-0.13,-0.31%
3/28/1958,42.2,0.03,0.07%
3/31/1958,42.1,-0.1,-0.24%
4/1/1958,41.93,-0.17,-0.40%
4/2/1958,41.6,-0.33,-0.79%
4/3/1958,41.48,-0.12,-0.29%
4/7/1958,41.33,-0.15,-0.36%
4/8/1958,41.43,0.1,0.24%
4/9/1958,41.65,0.22,0.53%
4/10/1958,41.7,0.05,0.12%
4/11/1958,41.74,0.04,0.10%
4/14/1958,42,0.26,0.62%
4/15/1958,42.43,0.43,1.02%
4/16/1958,42.1,-0.33,-0.78%
4/17/1958,42.25,0.15,0.36%
4/18/1958,42.71,0.46,1.09%
4/21/1958,42.93,0.22,0.52%
4/22/1958,42.8,-0.13,-0.30%
4/23/1958,42.8,0,0.00%
4/24/1958,43.14,0.34,0.79%
4/25/1958,43.36,0.22,0.51%
4/28/1958,43.22,-0.14,-0.32%
4/29/1958,43,-0.22,-0.51%
4/30/1958,43.44,0.44,1.02%
5/1/1958,43.54,0.1,0.23%
5/2/1958,43.69,0.15,0.34%
5/5/1958,43.79,0.1,0.23%
5/6/1958,44.01,0.22,0.50%
5/7/1958,43.93,-0.08,-0.18%
5/8/1958,43.99,0.06,0.14%
5/9/1958,44.09,0.1,0.23%
5/12/1958,43.75,-0.34,-0.77%
5/13/1958,43.62,-0.13,-0.30%
5/14/1958,43.12,-0.5,-1.15%
5/15/1958,43.34,0.22,0.51%
5/16/1958,43.36,0.02,0.05%
5/19/1958,43.24,-0.12,-0.28%
5/20/1958,43.61,0.37,0.86%
5/21/1958,43.55,-0.06,-0.14%
5/22/1958,43.78,0.23,0.53%
5/23/1958,43.87,0.09,0.21%
5/26/1958,43.85,-0.02,-0.05%
5/27/1958,43.79,-0.06,-0.14%
5/28/1958,43.85,0.06,0.14%
5/29/1958,44.09,0.24,0.55%
6/2/1958,44.31,0.22,0.50%
6/3/1958,44.46,0.15,0.34%
6/4/1958,44.5,0.04,0.09%
6/5/1958,44.55,0.05,0.11%
6/6/1958,44.64,0.09,0.20%
6/9/1958,44.57,-0.07,-0.16%
6/10/1958,44.48,-0.09,-0.20%
6/11/1958,44.49,0.01,0.02%
6/12/1958,44.75,0.26,0.58%
6/13/1958,45.02,0.27,0.60%
6/16/1958,45.18,0.16,0.36%
6/17/1958,44.94,-0.24,-0.53%
6/18/1958,45.34,0.4,0.89%
6/19/1958,44.61,-0.73,-1.61%
6/20/1958,44.85,0.24,0.54%
6/23/1958,44.69,-0.16,-0.36%
6/24/1958,44.52,-0.17,-0.38%
6/25/1958,44.63,0.11,0.25%
6/26/1958,44.84,0.21,0.47%
6/27/1958,44.9,0.06,0.13%
6/30/1958,45.24,0.34,0.76%
7/1/1958,45.28,0.04,0.09%
7/2/1958,45.32,0.04,0.09%
7/3/1958,45.47,0.15,0.33%
7/7/1958,45.62,0.15,0.33%
7/8/1958,45.4,-0.22,-0.48%
7/9/1958,45.25,-0.15,-0.33%
7/10/1958,45.42,0.17,0.38%
7/11/1958,45.72,0.3,0.66%
7/14/1958,45.14,-0.58,-1.27%
7/15/1958,45.11,-0.03,-0.07%
7/16/1958,45.25,0.14,0.31%
7/17/1958,45.55,0.3,0.66%
7/18/1958,45.77,0.22,0.48%
7/21/1958,46.33,0.56,1.22%
7/22/1958,46.41,0.08,0.17%
7/23/1958,46.4,-0.01,-0.02%
7/24/1958,46.65,0.25,0.54%
7/25/1958,46.97,0.32,0.69%
7/28/1958,47.15,0.18,0.38%
7/29/1958,46.96,-0.19,-0.40%
7/30/1958,47.09,0.13,0.28%
7/31/1958,47.19,0.1,0.21%
8/1/1958,47.49,0.3,0.64%
8/4/1958,47.94,0.45,0.95%
8/5/1958,47.75,-0.19,-0.40%
8/6/1958,47.46,-0.29,-0.61%
8/7/1958,47.77,0.31,0.65%
8/8/1958,48.05,0.28,0.59%
8/11/1958,48.16,0.11,0.23%
8/12/1958,47.73,-0.43,-0.89%
8/13/1958,47.81,0.08,0.17%
8/14/1958,47.91,0.1,0.21%
8/15/1958,47.5,-0.41,-0.86%
8/18/1958,47.22,-0.28,-0.59%
8/19/1958,47.3,0.08,0.17%
8/20/1958,47.32,0.02,0.04%
8/21/1958,47.63,0.31,0.66%
8/22/1958,47.73,0.1,0.21%
8/25/1958,47.74,0.01,0.02%
8/26/1958,47.9,0.16,0.34%
8/27/1958,47.91,0.01,0.02%
8/28/1958,47.66,-0.25,-0.52%
8/29/1958,47.75,0.09,0.19%
9/2/1958,48,0.25,0.52%
9/3/1958,48.18,0.18,0.37%
9/4/1958,48.1,-0.08,-0.17%
9/5/1958,47.97,-0.13,-0.27%
9/8/1958,48.13,0.16,0.33%
9/9/1958,48.46,0.33,0.69%
9/10/1958,48.31,-0.15,-0.31%
9/11/1958,48.64,0.33,0.68%
9/12/1958,48.53,-0.11,-0.23%
9/15/1958,48.96,0.43,0.89%
9/16/1958,49.35,0.39,0.80%
9/17/1958,49.35,0,0.00%
9/18/1958,49.38,0.03,0.06%
9/19/1958,49.4,0.02,0.04%
9/22/1958,49.2,-0.2,-0.40%
9/23/1958,49.56,0.36,0.73%
9/24/1958,49.78,0.22,0.44%
9/25/1958,49.57,-0.21,-0.42%
9/26/1958,49.66,0.09,0.18%
9/29/1958,49.87,0.21,0.42%
9/30/1958,50.06,0.19,0.38%
10/1/1958,49.98,-0.08,-0.16%
10/2/1958,50.17,0.19,0.38%
10/3/1958,50.37,0.2,0.40%
10/6/1958,51.07,0.7,1.39%
10/7/1958,51.07,0,0.00%
10/8/1958,51.06,-0.01,-0.02%
10/9/1958,51.05,-0.01,-0.02%
10/10/1958,51.39,0.34,0.67%
10/13/1958,51.62,0.23,0.45%
10/14/1958,51.26,-0.36,-0.70%
10/15/1958,50.58,-0.68,-1.33%
10/16/1958,50.94,0.36,0.71%
10/17/1958,51.46,0.52,1.02%
10/20/1958,51.27,-0.19,-0.37%
10/21/1958,51.27,0,0.00%
10/22/1958,51.07,-0.2,-0.39%
10/23/1958,50.97,-0.1,-0.20%
10/24/1958,50.81,-0.16,-0.31%
10/27/1958,50.42,-0.39,-0.77%
10/28/1958,50.58,0.16,0.32%
10/29/1958,51.07,0.49,0.97%
10/30/1958,51.27,0.2,0.39%
10/31/1958,51.33,0.06,0.12%
11/3/1958,51.56,0.23,0.45%
11/5/1958,52.03,0.47,0.91%
11/6/1958,52.45,0.42,0.81%
11/7/1958,52.26,-0.19,-0.36%
11/10/1958,52.57,0.31,0.59%
11/11/1958,52.98,0.41,0.78%
11/12/1958,53.05,0.07,0.13%
11/13/1958,52.83,-0.22,-0.41%
11/14/1958,53.09,0.26,0.49%
11/17/1958,53.24,0.15,0.28%
11/18/1958,53.13,-0.11,-0.21%
11/19/1958,53.2,0.07,0.13%
11/20/1958,53.21,0.01,0.02%
11/21/1958,52.7,-0.51,-0.96%
11/24/1958,52.03,-0.67,-1.27%
11/25/1958,51.02,-1.01,-1.94%
11/26/1958,51.9,0.88,1.72%
11/28/1958,52.48,0.58,1.12%
12/1/1958,52.69,0.21,0.40%
12/2/1958,52.46,-0.23,-0.44%
12/3/1958,52.53,0.07,0.13%
12/4/1958,52.55,0.02,0.04%
12/5/1958,52.46,-0.09,-0.17%
12/8/1958,52.46,0,0.00%
12/9/1958,52.82,0.36,0.69%
12/10/1958,53.46,0.64,1.21%
12/11/1958,53.35,-0.11,-0.21%
12/12/1958,53.22,-0.13,-0.24%
12/15/1958,53.37,0.15,0.28%
12/16/1958,53.57,0.2,0.37%
12/17/1958,53.92,0.35,0.65%
12/18/1958,54.15,0.23,0.43%
12/19/1958,54.07,-0.08,-0.15%
12/22/1958,53.71,-0.36,-0.67%
12/23/1958,53.42,-0.29,-0.54%
12/24/1958,54.11,0.69,1.29%
12/29/1958,54.74,0.63,1.16%
12/30/1958,54.93,0.19,0.35%
12/31/1958,55.21,0.28,0.51%
1/2/1959,55.44,0.23,0.42%
1/5/1959,55.66,0.22,0.40%
1/6/1959,55.59,-0.07,-0.13%
1/7/1959,54.89,-0.7,-1.26%
1/8/1959,55.4,0.51,0.93%
1/9/1959,55.77,0.37,0.67%
1/12/1959,55.78,0.01,0.02%
1/13/1959,55.47,-0.31,-0.56%
1/14/1959,55.62,0.15,0.27%
1/15/1959,55.83,0.21,0.38%
1/16/1959,55.81,-0.02,-0.04%
1/19/1959,55.68,-0.13,-0.23%
1/20/1959,55.72,0.04,0.07%
1/21/1959,56.04,0.32,0.57%
1/22/1959,55.97,-0.07,-0.12%
1/23/1959,56,0.03,0.05%
1/26/1959,55.77,-0.23,-0.41%
1/27/1959,55.78,0.01,0.02%
1/28/1959,55.16,-0.62,-1.11%
1/29/1959,55.2,0.04,0.07%
1/30/1959,55.45,0.25,0.45%
2/2/1959,55.21,-0.24,-0.43%
2/3/1959,55.28,0.07,0.13%
2/4/1959,55.06,-0.22,-0.40%
2/5/1959,54.81,-0.25,-0.45%
2/6/1959,54.37,-0.44,-0.80%
2/9/1959,53.58,-0.79,-1.45%
2/10/1959,54.32,0.74,1.38%
2/11/1959,54.35,0.03,0.06%
2/12/1959,54,-0.35,-0.64%
2/13/1959,54.42,0.42,0.78%
2/16/1959,54.5,0.08,0.15%
2/17/1959,54.29,-0.21,-0.39%
2/18/1959,54.3,0.01,0.02%
2/19/1959,55.5,1.2,2.21%
2/20/1959,55.52,0.02,0.04%
2/24/1959,55.48,-0.04,-0.07%
2/25/1959,55.24,-0.24,-0.43%
2/26/1959,55.34,0.1,0.18%
2/27/1959,55.41,0.07,0.13%
3/2/1959,55.73,0.32,0.58%
3/3/1959,56.25,0.52,0.93%
3/4/1959,56.35,0.1,0.18%
3/5/1959,56.43,0.08,0.14%
3/6/1959,56.21,-0.22,-0.39%
3/9/1959,56.15,-0.06,-0.11%
3/10/1959,56.31,0.16,0.28%
3/11/1959,56.35,0.04,0.07%
3/12/1959,56.6,0.25,0.44%
3/13/1959,56.67,0.07,0.12%
3/16/1959,56.06,-0.61,-1.08%
3/17/1959,56.52,0.46,0.82%
3/18/1959,56.39,-0.13,-0.23%
3/19/1959,56.34,-0.05,-0.09%
3/20/1959,56.39,0.05,0.09%
3/23/1959,55.87,-0.52,-0.92%
3/24/1959,55.96,0.09,0.16%
3/25/1959,55.88,-0.08,-0.14%
3/26/1959,55.76,-0.12,-0.21%
3/30/1959,55.45,-0.31,-0.56%
3/31/1959,55.44,-0.01,-0.02%
4/1/1959,55.69,0.25,0.45%
4/2/1959,56,0.31,0.56%
4/3/1959,56.44,0.44,0.79%
4/6/1959,56.6,0.16,0.28%
4/7/1959,56.48,-0.12,-0.21%
4/8/1959,56.21,-0.27,-0.48%
4/9/1959,56.17,-0.04,-0.07%
4/10/1959,56.22,0.05,0.09%
4/13/1959,56.43,0.21,0.37%
4/14/1959,56.71,0.28,0.50%
4/15/1959,56.96,0.25,0.44%
4/16/1959,57.43,0.47,0.83%
4/17/1959,57.92,0.49,0.85%
4/20/1959,58.17,0.25,0.43%
4/21/1959,58.11,-0.06,-0.10%
4/22/1959,57.73,-0.38,-0.65%
4/23/1959,57.6,-0.13,-0.23%
4/24/1959,57.96,0.36,0.62%
4/27/1959,58.14,0.18,0.31%
4/28/1959,57.92,-0.22,-0.38%
4/29/1959,57.69,-0.23,-0.40%
4/30/1959,57.59,-0.1,-0.17%
5/1/1959,57.65,0.06,0.10%
5/4/1959,57.65,0,0.00%
5/5/1959,57.75,0.1,0.17%
5/6/1959,57.61,-0.14,-0.24%
5/7/1959,56.88,-0.73,-1.27%
5/8/1959,57.32,0.44,0.77%
5/11/1959,57.96,0.64,1.12%
5/12/1959,57.96,0,0.00%
5/13/1959,57.97,0.01,0.02%
5/14/1959,58.37,0.4,0.69%
5/15/1959,58.16,-0.21,-0.36%
5/18/1959,58.15,-0.01,-0.02%
5/19/1959,58.32,0.17,0.29%
5/20/1959,58.09,-0.23,-0.39%
5/21/1959,58.14,0.05,0.09%
5/22/1959,58.33,0.19,0.33%
5/25/1959,58.18,-0.15,-0.26%
5/26/1959,58.09,-0.09,-0.15%
5/27/1959,58.19,0.1,0.17%
5/28/1959,58.39,0.2,0.34%
5/29/1959,58.68,0.29,0.50%
6/1/1959,58.63,-0.05,-0.09%
6/2/1959,58.23,-0.4,-0.68%
6/3/1959,58.25,0.02,0.03%
6/4/1959,57.63,-0.62,-1.06%
6/5/1959,57.51,-0.12,-0.21%
6/8/1959,56.76,-0.75,-1.30%
6/9/1959,56.36,-0.4,-0.70%
6/10/1959,57.19,0.83,1.47%
6/11/1959,57.25,0.06,0.10%
6/12/1959,57.29,0.04,0.07%
6/15/1959,56.99,-0.3,-0.52%
6/16/1959,56.56,-0.43,-0.75%
6/17/1959,57.09,0.53,0.94%
6/18/1959,57.05,-0.04,-0.07%
6/19/1959,57.13,0.08,0.14%
6/22/1959,57.13,0,0.00%
6/23/1959,57.12,-0.01,-0.02%
6/24/1959,57.41,0.29,0.51%
6/25/1959,57.73,0.32,0.56%
6/26/1959,57.98,0.25,0.43%
6/29/1959,58.37,0.39,0.67%
6/30/1959,58.47,0.1,0.17%
7/1/1959,58.97,0.5,0.86%
7/2/1959,59.28,0.31,0.53%
7/6/1959,59.65,0.37,0.62%
7/7/1959,60.01,0.36,0.60%
7/8/1959,60.03,0.02,0.03%
7/9/1959,59.97,-0.06,-0.10%
7/10/1959,59.91,-0.06,-0.10%
7/13/1959,59.41,-0.5,-0.83%
7/14/1959,59.55,0.14,0.24%
7/15/1959,59.59,0.04,0.07%
7/16/1959,59.41,-0.18,-0.30%
7/17/1959,59.19,-0.22,-0.37%
7/20/1959,58.91,-0.28,-0.47%
7/21/1959,59.41,0.5,0.85%
7/22/1959,59.61,0.2,0.34%
7/23/1959,59.67,0.06,0.10%
7/24/1959,59.65,-0.02,-0.03%
7/27/1959,60.02,0.37,0.62%
7/28/1959,60.32,0.3,0.50%
7/29/1959,60.62,0.3,0.50%
7/30/1959,60.5,-0.12,-0.20%
7/31/1959,60.51,0.01,0.02%
8/3/1959,60.71,0.2,0.33%
8/4/1959,60.61,-0.1,-0.16%
8/5/1959,60.3,-0.31,-0.51%
8/6/1959,60.24,-0.06,-0.10%
8/7/1959,59.87,-0.37,-0.61%
8/10/1959,58.62,-1.25,-2.09%
8/11/1959,59.39,0.77,1.31%
8/12/1959,59.25,-0.14,-0.24%
8/13/1959,59.15,-0.1,-0.17%
8/14/1959,59.29,0.14,0.24%
8/17/1959,59.17,-0.12,-0.20%
8/18/1959,58.62,-0.55,-0.93%
8/19/1959,58.27,-0.35,-0.60%
8/20/1959,59.14,0.87,1.49%
8/21/1959,59.08,-0.06,-0.10%
8/24/1959,58.87,-0.21,-0.36%
8/25/1959,58.99,0.12,0.20%
8/26/1959,59.07,0.08,0.14%
8/27/1959,59.58,0.51,0.86%
8/28/1959,59.6,0.02,0.03%
8/31/1959,59.6,0,0.00%
9/1/1959,58.87,-0.73,-1.22%
9/2/1959,58.92,0.05,0.08%
9/3/1959,58.26,-0.66,-1.12%
9/4/1959,58.54,0.28,0.48%
9/8/1959,57.7,-0.84,-1.43%
9/9/1959,57.29,-0.41,-0.71%
9/10/1959,56.99,-0.3,-0.52%
9/11/1959,57.41,0.42,0.74%
9/14/1959,56.99,-0.42,-0.73%
9/15/1959,56.68,-0.31,-0.54%
9/16/1959,56.72,0.04,0.07%
9/17/1959,56.41,-0.31,-0.55%
9/18/1959,56.19,-0.22,-0.39%
9/21/1959,55.27,-0.92,-1.64%
9/22/1959,55.14,-0.13,-0.24%
9/23/1959,55.82,0.68,1.23%
9/24/1959,56.78,0.96,1.72%
9/25/1959,56.73,-0.05,-0.09%
9/28/1959,57.15,0.42,0.74%
9/29/1959,57.51,0.36,0.63%
9/30/1959,56.88,-0.63,-1.10%
10/1/1959,56.94,0.06,0.11%
10/2/1959,57.2,0.26,0.46%
10/5/1959,57.14,-0.06,-0.10%
10/6/1959,57.09,-0.05,-0.09%
10/7/1959,56.94,-0.15,-0.26%
10/8/1959,56.81,-0.13,-0.23%
10/9/1959,57,0.19,0.33%
10/12/1959,57.32,0.32,0.56%
10/13/1959,57.16,-0.16,-0.28%
10/14/1959,56.71,-0.45,-0.79%
10/15/1959,56.87,0.16,0.28%
10/16/1959,57.33,0.46,0.81%
10/19/1959,57.01,-0.32,-0.56%
10/20/1959,56.66,-0.35,-0.61%
10/21/1959,56.55,-0.11,-0.19%
10/22/1959,56,-0.55,-0.97%
10/23/1959,56.56,0.56,1.00%
10/26/1959,56.94,0.38,0.67%
10/27/1959,57.42,0.48,0.84%
10/28/1959,57.46,0.04,0.07%
10/29/1959,57.41,-0.05,-0.09%
