date,price,change,change_percentage
7/12/1985,193.29,0.35,0.18%
7/15/1985,192.72,-0.57,-0.29%
7/16/1985,194.72,2,1.04%
7/17/1985,195.65,0.93,0.48%
7/18/1985,194.38,-1.27,-0.65%
7/19/1985,195.13,0.75,0.39%
7/22/1985,194.35,-0.78,-0.40%
7/23/1985,192.55,-1.8,-0.93%
7/24/1985,191.58,-0.97,-0.50%
7/25/1985,192.06,0.48,0.25%
7/26/1985,192.4,0.34,0.18%
7/29/1985,189.6,-2.8,-1.46%
7/30/1985,189.93,0.33,0.17%
7/31/1985,190.92,0.99,0.52%
8/1/1985,192.11,1.19,0.62%
8/2/1985,191.48,-0.63,-0.33%
8/5/1985,190.62,-0.86,-0.45%
8/6/1985,187.93,-2.69,-1.41%
8/7/1985,187.68,-0.25,-0.13%
8/8/1985,188.95,1.27,0.68%
8/9/1985,188.32,-0.63,-0.33%
8/12/1985,187.63,-0.69,-0.37%
8/13/1985,187.3,-0.33,-0.18%
8/14/1985,187.41,0.11,0.06%
8/15/1985,187.26,-0.15,-0.08%
8/16/1985,186.1,-1.16,-0.62%
8/19/1985,186.38,0.28,0.15%
8/20/1985,188.08,1.7,0.91%
8/21/1985,189.16,1.08,0.57%
8/22/1985,187.36,-1.8,-0.95%
8/23/1985,187.17,-0.19,-0.10%
8/26/1985,187.31,0.14,0.07%
8/27/1985,188.1,0.79,0.42%
8/28/1985,188.83,0.73,0.39%
8/29/1985,188.93,0.1,0.05%
8/30/1985,188.63,-0.3,-0.16%
9/3/1985,187.91,-0.72,-0.38%
9/4/1985,187.37,-0.54,-0.29%
9/5/1985,187.27,-0.1,-0.05%
9/6/1985,188.24,0.97,0.52%
9/9/1985,188.25,0.01,0.01%
9/10/1985,186.9,-1.35,-0.72%
9/11/1985,185.03,-1.87,-1.00%
9/12/1985,183.69,-1.34,-0.72%
9/13/1985,182.91,-0.78,-0.42%
9/16/1985,182.88,-0.03,-0.02%
9/17/1985,181.36,-1.52,-0.83%
9/18/1985,181.71,0.35,0.19%
9/19/1985,183.39,1.68,0.92%
9/20/1985,182.05,-1.34,-0.73%
9/23/1985,184.3,2.25,1.24%
9/24/1985,182.62,-1.68,-0.91%
9/25/1985,180.66,-1.96,-1.07%
9/26/1985,181.29,0.63,0.35%
9/30/1985,182.08,0.79,0.44%
10/1/1985,185.07,2.99,1.64%
10/2/1985,184.06,-1.01,-0.55%
10/3/1985,184.36,0.3,0.16%
10/4/1985,183.22,-1.14,-0.62%
10/7/1985,181.87,-1.35,-0.74%
10/8/1985,181.87,0,0.00%
10/9/1985,182.52,0.65,0.36%
10/10/1985,182.78,0.26,0.14%
10/11/1985,184.28,1.5,0.82%
10/14/1985,186.37,2.09,1.13%
10/15/1985,186.08,-0.29,-0.16%
10/16/1985,187.98,1.9,1.02%
10/17/1985,187.66,-0.32,-0.17%
10/18/1985,187.04,-0.62,-0.33%
10/21/1985,186.96,-0.08,-0.04%
10/22/1985,188.04,1.08,0.58%
10/23/1985,189.09,1.05,0.56%
10/24/1985,188.5,-0.59,-0.31%
10/25/1985,187.52,-0.98,-0.52%
10/28/1985,187.76,0.24,0.13%
10/29/1985,189.23,1.47,0.78%
10/30/1985,190.07,0.84,0.44%
10/31/1985,189.82,-0.25,-0.13%
11/1/1985,191.53,1.71,0.90%
11/4/1985,191.25,-0.28,-0.15%
11/5/1985,192.37,1.12,0.59%
11/6/1985,192.76,0.39,0.20%
11/7/1985,192.62,-0.14,-0.07%
11/8/1985,193.72,1.1,0.57%
11/11/1985,197.28,3.56,1.84%
11/12/1985,198.08,0.8,0.41%
11/13/1985,197.1,-0.98,-0.49%
11/14/1985,199.06,1.96,0.99%
11/15/1985,198.11,-0.95,-0.48%
11/18/1985,198.71,0.6,0.30%
11/19/1985,198.67,-0.04,-0.02%
11/20/1985,198.99,0.32,0.16%
11/21/1985,201.41,2.42,1.22%
11/22/1985,201.52,0.11,0.05%
11/25/1985,200.35,-1.17,-0.58%
11/26/1985,200.67,0.32,0.16%
11/27/1985,202.54,1.87,0.93%
11/29/1985,202.17,-0.37,-0.18%
12/2/1985,200.46,-1.71,-0.85%
12/3/1985,200.86,0.4,0.20%
12/4/1985,204.23,3.37,1.68%
12/5/1985,203.88,-0.35,-0.17%
12/6/1985,202.99,-0.89,-0.44%
12/9/1985,204.25,1.26,0.62%
12/10/1985,204.39,0.14,0.07%
12/11/1985,206.31,1.92,0.94%
12/12/1985,206.73,0.42,0.20%
12/13/1985,209.94,3.21,1.55%
12/16/1985,212.02,2.08,0.99%
12/17/1985,210.65,-1.37,-0.65%
12/18/1985,209.81,-0.84,-0.40%
12/19/1985,210.02,0.21,0.10%
12/20/1985,210.94,0.92,0.44%
12/23/1985,208.57,-2.37,-1.12%
12/24/1985,207.14,-1.43,-0.69%
12/26/1985,207.65,0.51,0.25%
12/27/1985,209.61,1.96,0.94%
12/30/1985,210.68,1.07,0.51%
12/31/1985,211.28,0.6,0.28%
1/2/1986,209.59,-1.69,-0.80%
1/3/1986,210.88,1.29,0.62%
1/6/1986,210.65,-0.23,-0.11%
1/7/1986,213.8,3.15,1.50%
1/8/1986,207.97,-5.83,-2.73%
1/9/1986,206.11,-1.86,-0.89%
1/10/1986,205.96,-0.15,-0.07%
1/13/1986,206.72,0.76,0.37%
1/14/1986,206.64,-0.08,-0.04%
1/15/1986,208.26,1.62,0.78%
1/16/1986,209.17,0.91,0.44%
1/17/1986,208.43,-0.74,-0.35%
1/20/1986,207.53,-0.9,-0.43%
1/21/1986,205.79,-1.74,-0.84%
1/22/1986,203.49,-2.3,-1.12%
1/23/1986,204.25,0.76,0.37%
1/24/1986,206.43,2.18,1.07%
1/27/1986,207.39,0.96,0.47%
1/28/1986,209.81,2.42,1.17%
1/29/1986,210.29,0.48,0.23%
1/30/1986,209.33,-0.96,-0.46%
1/31/1986,211.78,2.45,1.17%
2/3/1986,213.96,2.18,1.03%
2/4/1986,212.79,-1.17,-0.55%
2/5/1986,212.96,0.17,0.08%
2/6/1986,213.47,0.51,0.24%
2/7/1986,214.56,1.09,0.51%
2/10/1986,216.24,1.68,0.78%
2/11/1986,215.92,-0.32,-0.15%
2/12/1986,215.97,0.05,0.02%
2/13/1986,217.4,1.43,0.66%
2/14/1986,219.76,2.36,1.09%
2/18/1986,222.45,2.69,1.22%
2/19/1986,219.76,-2.69,-1.21%
2/20/1986,222.22,2.46,1.12%
2/21/1986,224.62,2.4,1.08%
2/24/1986,224.34,-0.28,-0.12%
2/25/1986,223.79,-0.55,-0.25%
2/26/1986,224.04,0.25,0.11%
2/27/1986,226.77,2.73,1.22%
2/28/1986,226.92,0.15,0.07%
3/3/1986,225.42,-1.5,-0.66%
3/4/1986,224.38,-1.04,-0.46%
3/5/1986,224.34,-0.04,-0.02%
3/6/1986,225.13,0.79,0.35%
3/7/1986,225.57,0.44,0.20%
3/10/1986,226.58,1.01,0.45%
3/11/1986,231.69,5.11,2.26%
3/12/1986,232.54,0.85,0.37%
3/13/1986,233.19,0.65,0.28%
3/14/1986,236.55,3.36,1.44%
3/17/1986,234.67,-1.88,-0.79%
3/18/1986,235.78,1.11,0.47%
3/19/1986,235.6,-0.18,-0.08%
3/20/1986,236.54,0.94,0.40%
3/21/1986,233.34,-3.2,-1.35%
3/24/1986,235.33,1.99,0.85%
3/25/1986,234.72,-0.61,-0.26%
3/26/1986,237.3,2.58,1.10%
3/27/1986,238.97,1.67,0.70%
3/31/1986,238.9,-0.07,-0.03%
4/1/1986,235.14,-3.76,-1.57%
4/2/1986,235.71,0.57,0.24%
4/3/1986,232.47,-3.24,-1.37%
4/4/1986,228.69,-3.78,-1.63%
4/7/1986,228.63,-0.06,-0.03%
4/8/1986,233.52,4.89,2.14%
4/9/1986,233.75,0.23,0.10%
4/10/1986,236.44,2.69,1.15%
4/11/1986,235.97,-0.47,-0.20%
4/14/1986,237.28,1.31,0.56%
4/15/1986,237.73,0.45,0.19%
4/16/1986,242.22,4.49,1.89%
4/17/1986,243.03,0.81,0.33%
4/18/1986,242.38,-0.65,-0.27%
4/21/1986,244.74,2.36,0.97%
4/22/1986,242.42,-2.32,-0.95%
4/23/1986,241.75,-0.67,-0.28%
4/24/1986,242.02,0.27,0.11%
4/25/1986,242.29,0.27,0.11%
4/28/1986,243.08,0.79,0.33%
4/29/1986,240.51,-2.57,-1.06%
4/30/1986,235.52,-4.99,-2.07%
5/1/1986,235.16,-0.36,-0.15%
5/2/1986,234.79,-0.37,-0.16%
5/5/1986,237.73,2.94,1.25%
5/6/1986,237.24,-0.49,-0.21%
5/7/1986,236.08,-1.16,-0.49%
5/8/1986,237.13,1.05,0.44%
5/9/1986,237.85,0.72,0.30%
5/12/1986,237.58,-0.27,-0.11%
5/13/1986,236.41,-1.17,-0.49%
5/14/1986,237.54,1.13,0.48%
5/15/1986,234.43,-3.11,-1.31%
5/16/1986,232.76,-1.67,-0.71%
5/19/1986,233.2,0.44,0.19%
5/20/1986,236.11,2.91,1.25%
5/21/1986,235.45,-0.66,-0.28%
5/22/1986,240.12,4.67,1.98%
5/23/1986,241.35,1.23,0.51%
5/27/1986,244.75,3.4,1.41%
5/28/1986,246.63,1.88,0.77%
5/29/1986,247.98,1.35,0.55%
5/30/1986,247.35,-0.63,-0.25%
6/2/1986,245.04,-2.31,-0.93%
6/3/1986,245.51,0.47,0.19%
6/4/1986,243.94,-1.57,-0.64%
6/5/1986,245.65,1.71,0.70%
6/6/1986,245.67,0.02,0.01%
6/9/1986,239.96,-5.71,-2.32%
6/10/1986,239.58,-0.38,-0.16%
6/11/1986,241.13,1.55,0.65%
6/12/1986,241.49,0.36,0.15%
6/13/1986,245.73,4.24,1.76%
6/16/1986,246.13,0.4,0.16%
6/17/1986,244.35,-1.78,-0.72%
6/18/1986,244.99,0.64,0.26%
6/19/1986,244.06,-0.93,-0.38%
6/20/1986,247.58,3.52,1.44%
6/23/1986,245.26,-2.32,-0.94%
6/24/1986,247.03,1.77,0.72%
6/25/1986,248.93,1.9,0.77%
6/26/1986,248.74,-0.19,-0.08%
6/27/1986,249.6,0.86,0.35%
6/30/1986,250.84,1.24,0.50%
7/1/1986,252.04,1.2,0.48%
7/2/1986,252.7,0.66,0.26%
7/3/1986,251.79,-0.91,-0.36%
7/7/1986,244.05,-7.74,-3.07%
7/8/1986,241.59,-2.46,-1.01%
7/9/1986,242.82,1.23,0.51%
7/10/1986,243.01,0.19,0.08%
7/11/1986,242.22,-0.79,-0.33%
7/14/1986,238.11,-4.11,-1.70%
7/15/1986,233.66,-4.45,-1.87%
7/16/1986,235.01,1.35,0.58%
7/17/1986,236.07,1.06,0.45%
7/18/1986,236.36,0.29,0.12%
7/21/1986,236.24,-0.12,-0.05%
7/22/1986,238.18,1.94,0.82%
7/23/1986,238.67,0.49,0.21%
7/24/1986,237.95,-0.72,-0.30%
7/25/1986,240.22,2.27,0.95%
7/28/1986,236.01,-4.21,-1.75%
7/29/1986,234.55,-1.46,-0.62%
7/30/1986,236.59,2.04,0.87%
7/31/1986,236.12,-0.47,-0.20%
8/1/1986,234.91,-1.21,-0.51%
8/4/1986,235.99,1.08,0.46%
8/5/1986,237.03,1.04,0.44%
8/6/1986,236.84,-0.19,-0.08%
8/7/1986,237.04,0.2,0.08%
8/8/1986,236.88,-0.16,-0.07%
8/11/1986,240.68,3.8,1.60%
8/12/1986,243.34,2.66,1.11%
8/13/1986,245.67,2.33,0.96%
8/14/1986,246.25,0.58,0.24%
8/15/1986,247.15,0.9,0.37%
8/18/1986,247.38,0.23,0.09%
8/19/1986,246.51,-0.87,-0.35%
8/20/1986,249.77,3.26,1.32%
8/21/1986,249.67,-0.1,-0.04%
8/22/1986,250.19,0.52,0.21%
8/25/1986,247.81,-2.38,-0.95%
8/26/1986,252.84,5.03,2.03%
8/27/1986,253.3,0.46,0.18%
8/28/1986,252.84,-0.46,-0.18%
8/29/1986,252.93,0.09,0.04%
9/2/1986,248.52,-4.41,-1.74%
9/3/1986,250.08,1.56,0.63%
9/4/1986,253.83,3.75,1.50%
9/5/1986,250.47,-3.36,-1.32%
9/8/1986,248.14,-2.33,-0.93%
9/9/1986,247.67,-0.47,-0.19%
9/10/1986,247.06,-0.61,-0.25%
9/11/1986,235.18,-11.88,-4.81%
9/12/1986,230.67,-4.51,-1.92%
9/15/1986,231.94,1.27,0.55%
9/16/1986,231.72,-0.22,-0.09%
9/17/1986,231.68,-0.04,-0.02%
9/18/1986,232.31,0.63,0.27%
9/19/1986,232.21,-0.1,-0.04%
9/22/1986,234.93,2.72,1.17%
9/23/1986,235.67,0.74,0.31%
9/24/1986,236.28,0.61,0.26%
9/25/1986,231.83,-4.45,-1.88%
9/26/1986,232.23,0.4,0.17%
9/29/1986,229.91,-2.32,-1.00%
9/30/1986,231.32,1.41,0.61%
10/1/1986,233.6,2.28,0.99%
10/2/1986,233.92,0.32,0.14%
10/3/1986,233.71,-0.21,-0.09%
10/6/1986,234.78,1.07,0.46%
10/7/1986,234.41,-0.37,-0.16%
10/8/1986,236.68,2.27,0.97%
10/9/1986,235.85,-0.83,-0.35%
10/10/1986,235.48,-0.37,-0.16%
10/13/1986,235.91,0.43,0.18%
10/14/1986,235.37,-0.54,-0.23%
10/15/1986,238.8,3.43,1.46%
10/16/1986,239.53,0.73,0.31%
10/17/1986,238.84,-0.69,-0.29%
10/20/1986,235.97,-2.87,-1.20%
10/21/1986,235.88,-0.09,-0.04%
10/22/1986,236.26,0.38,0.16%
10/23/1986,239.28,3.02,1.28%
10/24/1986,238.26,-1.02,-0.43%
10/27/1986,238.77,0.51,0.21%
10/28/1986,239.26,0.49,0.21%
10/29/1986,240.94,1.68,0.70%
10/30/1986,243.71,2.77,1.15%
10/31/1986,243.98,0.27,0.11%
11/3/1986,245.8,1.82,0.75%
11/4/1986,246.2,0.4,0.16%
11/5/1986,246.58,0.38,0.15%
11/6/1986,245.87,-0.71,-0.29%
11/7/1986,245.77,-0.1,-0.04%
11/10/1986,246.13,0.36,0.15%
11/11/1986,247.08,0.95,0.39%
11/12/1986,246.64,-0.44,-0.18%
11/13/1986,243.02,-3.62,-1.47%
11/14/1986,244.5,1.48,0.61%
11/17/1986,243.21,-1.29,-0.53%
11/18/1986,236.78,-6.43,-2.64%
11/19/1986,237.66,0.88,0.37%
11/20/1986,242.05,4.39,1.85%
11/21/1986,245.86,3.81,1.57%
11/24/1986,247.45,1.59,0.65%
11/25/1986,248.17,0.72,0.29%
11/26/1986,248.77,0.6,0.24%
11/28/1986,249.22,0.45,0.18%
12/1/1986,249.05,-0.17,-0.07%
12/2/1986,254,4.95,1.99%
12/3/1986,253.85,-0.15,-0.06%
12/4/1986,253.04,-0.81,-0.32%
12/5/1986,251.17,-1.87,-0.74%
12/8/1986,251.16,-0.01,0.00%
12/9/1986,249.28,-1.88,-0.75%
12/10/1986,250.96,1.68,0.67%
12/11/1986,248.17,-2.79,-1.11%
12/12/1986,247.35,-0.82,-0.33%
12/15/1986,248.21,0.86,0.35%
12/16/1986,250.04,1.83,0.74%
12/17/1986,247.56,-2.48,-0.99%
12/18/1986,246.78,-0.78,-0.32%
12/19/1986,249.73,2.95,1.20%
12/22/1986,248.75,-0.98,-0.39%
12/23/1986,246.34,-2.41,-0.97%
12/24/1986,246.75,0.41,0.17%
12/26/1986,246.92,0.17,0.07%
12/29/1986,244.67,-2.25,-0.91%
12/30/1986,243.37,-1.3,-0.53%
12/31/1986,242.17,-1.2,-0.49%
1/2/1987,246.45,4.28,1.77%
1/5/1987,252.19,5.74,2.33%
1/6/1987,252.78,0.59,0.23%
1/7/1987,255.33,2.55,1.01%
1/8/1987,257.28,1.95,0.76%
1/9/1987,258.73,1.45,0.56%
1/12/1987,260.3,1.57,0.61%
1/13/1987,259.95,-0.35,-0.13%
1/14/1987,262.64,2.69,1.03%
1/15/1987,265.49,2.85,1.09%
1/16/1987,266.28,0.79,0.30%
1/19/1987,269.34,3.06,1.15%
1/20/1987,269.04,-0.3,-0.11%
1/21/1987,267.84,-1.2,-0.45%
1/22/1987,273.91,6.07,2.27%
1/23/1987,270.1,-3.81,-1.39%
1/26/1987,269.61,-0.49,-0.18%
1/27/1987,273.75,4.14,1.54%
1/28/1987,275.4,1.65,0.60%
1/29/1987,274.24,-1.16,-0.42%
1/30/1987,274.08,-0.16,-0.06%
2/2/1987,276.45,2.37,0.86%
2/3/1987,275.99,-0.46,-0.17%
2/4/1987,279.64,3.65,1.32%
2/5/1987,281.16,1.52,0.54%
2/6/1987,280.04,-1.12,-0.40%
2/9/1987,278.16,-1.88,-0.67%
2/10/1987,275.07,-3.09,-1.11%
2/11/1987,277.54,2.47,0.90%
2/12/1987,275.62,-1.92,-0.69%
2/13/1987,279.7,4.08,1.48%
2/17/1987,285.49,5.79,2.07%
2/18/1987,285.42,-0.07,-0.02%
2/19/1987,285.57,0.15,0.05%
2/20/1987,285.48,-0.09,-0.03%
2/23/1987,282.38,-3.1,-1.09%
2/24/1987,282.88,0.5,0.18%
2/25/1987,284,1.12,0.40%
2/26/1987,282.96,-1.04,-0.37%
2/27/1987,284.2,1.24,0.44%
3/2/1987,283,-1.2,-0.42%
3/3/1987,284.12,1.12,0.40%
3/4/1987,288.62,4.5,1.58%
3/5/1987,290.52,1.9,0.66%
3/6/1987,290.66,0.14,0.05%
3/9/1987,288.3,-2.36,-0.81%
3/10/1987,290.86,2.56,0.89%
3/11/1987,290.31,-0.55,-0.19%
3/12/1987,291.22,0.91,0.31%
3/13/1987,289.89,-1.33,-0.46%
3/16/1987,288.23,-1.66,-0.57%
3/17/1987,292.47,4.24,1.47%
3/18/1987,292.78,0.31,0.11%
3/19/1987,294.08,1.3,0.44%
3/20/1987,298.17,4.09,1.39%
3/23/1987,301.16,2.99,1.00%
3/24/1987,301.64,0.48,0.16%
3/25/1987,300.38,-1.26,-0.42%
3/26/1987,300.93,0.55,0.18%
3/27/1987,296.13,-4.8,-1.60%
3/30/1987,289.2,-6.93,-2.34%
3/31/1987,291.7,2.5,0.86%
4/1/1987,292.38,0.68,0.23%
4/2/1987,293.63,1.25,0.43%
4/3/1987,300.41,6.78,2.31%
4/6/1987,301.95,1.54,0.51%
4/7/1987,296.69,-5.26,-1.74%
4/8/1987,297.26,0.57,0.19%
4/9/1987,292.86,-4.4,-1.48%
4/10/1987,292.49,-0.37,-0.13%
4/13/1987,285.62,-6.87,-2.35%
4/14/1987,279.16,-6.46,-2.26%
4/15/1987,284.44,5.28,1.89%
4/16/1987,286.91,2.47,0.87%
4/20/1987,286.09,-0.82,-0.29%
4/21/1987,293.07,6.98,2.44%
4/22/1987,287.19,-5.88,-2.01%
4/23/1987,286.82,-0.37,-0.13%
4/24/1987,281.52,-5.3,-1.85%
4/27/1987,281.83,0.31,0.11%
4/28/1987,282.51,0.68,0.24%
4/29/1987,284.57,2.06,0.73%
4/30/1987,288.36,3.79,1.33%
5/1/1987,288.03,-0.33,-0.11%
5/4/1987,289.36,1.33,0.46%
5/5/1987,295.34,5.98,2.07%
5/6/1987,295.47,0.13,0.04%
5/7/1987,294.71,-0.76,-0.26%
5/8/1987,293.37,-1.34,-0.45%
5/11/1987,291.57,-1.8,-0.61%
5/12/1987,293.3,1.73,0.59%
5/13/1987,293.98,0.68,0.23%
5/14/1987,294.24,0.26,0.09%
5/15/1987,287.43,-6.81,-2.31%
5/18/1987,286.65,-0.78,-0.27%
5/19/1987,279.62,-7.03,-2.45%
5/20/1987,278.21,-1.41,-0.50%
5/21/1987,280.17,1.96,0.70%
5/22/1987,282.16,1.99,0.71%
5/26/1987,289.11,6.95,2.46%
5/27/1987,288.73,-0.38,-0.13%
5/28/1987,290.76,2.03,0.70%
5/29/1987,290.1,-0.66,-0.23%
6/1/1987,289.83,-0.27,-0.09%
6/2/1987,288.46,-1.37,-0.47%
6/3/1987,293.47,5.01,1.74%
6/4/1987,295.09,1.62,0.55%
6/5/1987,293.45,-1.64,-0.56%
6/8/1987,296.72,3.27,1.11%
6/9/1987,297.28,0.56,0.19%
6/10/1987,297.47,0.19,0.06%
6/11/1987,298.73,1.26,0.42%
6/12/1987,301.62,2.89,0.97%
6/15/1987,303.14,1.52,0.50%
6/16/1987,304.76,1.62,0.53%
6/17/1987,304.81,0.05,0.02%
6/18/1987,305.69,0.88,0.29%
6/19/1987,306.97,1.28,0.42%
6/22/1987,309.65,2.68,0.87%
6/23/1987,308.43,-1.22,-0.39%
6/24/1987,306.86,-1.57,-0.51%
6/25/1987,308.96,2.1,0.68%
6/26/1987,307.16,-1.8,-0.58%
6/29/1987,307.9,0.74,0.24%
6/30/1987,304,-3.9,-1.27%
7/1/1987,302.94,-1.06,-0.35%
7/2/1987,305.63,2.69,0.89%
7/6/1987,304.92,-0.71,-0.23%
7/7/1987,307.4,2.48,0.81%
7/8/1987,308.29,0.89,0.29%
7/9/1987,307.52,-0.77,-0.25%
7/10/1987,308.37,0.85,0.28%
7/13/1987,307.63,-0.74,-0.24%
7/14/1987,310.68,3.05,0.99%
7/15/1987,310.42,-0.26,-0.08%
7/16/1987,312.7,2.28,0.73%
7/17/1987,314.59,1.89,0.60%
7/20/1987,311.39,-3.2,-1.02%
7/21/1987,308.55,-2.84,-0.91%
7/22/1987,308.47,-0.08,-0.03%
7/23/1987,307.81,-0.66,-0.21%
7/24/1987,309.27,1.46,0.47%
7/27/1987,310.65,1.38,0.45%
7/28/1987,312.33,1.68,0.54%
7/29/1987,315.65,3.32,1.06%
7/30/1987,318.05,2.4,0.76%
7/31/1987,318.66,0.61,0.19%
8/3/1987,317.57,-1.09,-0.34%
8/4/1987,316.23,-1.34,-0.42%
8/5/1987,318.45,2.22,0.70%
8/6/1987,322.09,3.64,1.14%
8/7/1987,323,0.91,0.28%
8/10/1987,328,5,1.55%
8/11/1987,333.33,5.33,1.63%
8/12/1987,332.39,-0.94,-0.28%
8/13/1987,334.65,2.26,0.68%
8/14/1987,333.99,-0.66,-0.20%
8/17/1987,334.11,0.12,0.04%
8/18/1987,329.25,-4.86,-1.45%
8/19/1987,329.83,0.58,0.18%
8/20/1987,334.84,5.01,1.52%
8/21/1987,335.9,1.06,0.32%
8/24/1987,333.33,-2.57,-0.77%
8/25/1987,336.77,3.44,1.03%
8/26/1987,334.57,-2.2,-0.65%
8/27/1987,331.38,-3.19,-0.95%
8/28/1987,327.04,-4.34,-1.31%
8/31/1987,329.8,2.76,0.84%
9/1/1987,323.4,-6.4,-1.94%
9/2/1987,321.68,-1.72,-0.53%
9/3/1987,320.21,-1.47,-0.46%
9/4/1987,316.7,-3.51,-1.10%
9/8/1987,313.56,-3.14,-0.99%
9/9/1987,313.92,0.36,0.11%
9/10/1987,317.13,3.21,1.02%
9/11/1987,321.98,4.85,1.53%
9/14/1987,323.08,1.1,0.34%
9/15/1987,317.74,-5.34,-1.65%
9/16/1987,314.86,-2.88,-0.91%
9/17/1987,314.93,0.07,0.02%
9/18/1987,314.86,-0.07,-0.02%
9/21/1987,310.54,-4.32,-1.37%
9/22/1987,319.5,8.96,2.89%
9/23/1987,321.19,1.69,0.53%
9/24/1987,319.72,-1.47,-0.46%
9/25/1987,320.16,0.44,0.14%
9/28/1987,323.2,3.04,0.95%
9/29/1987,321.69,-1.51,-0.47%
9/30/1987,321.83,0.14,0.04%
10/1/1987,327.33,5.5,1.71%
10/2/1987,328.07,0.74,0.23%
10/5/1987,328.08,0.01,0.00%
10/6/1987,319.22,-8.86,-2.70%
10/7/1987,318.54,-0.68,-0.21%
10/8/1987,314.16,-4.38,-1.38%
10/9/1987,311.07,-3.09,-0.98%
10/12/1987,309.39,-1.68,-0.54%
10/13/1987,314.52,5.13,1.66%
10/14/1987,305.23,-9.29,-2.95%
10/15/1987,298.08,-7.15,-2.34%
10/16/1987,282.7,-15.38,-5.16%
10/19/1987,224.84,-57.86,-20.47%
10/20/1987,236.83,11.99,5.33%
10/21/1987,258.38,21.55,9.10%
10/22/1987,248.25,-10.13,-3.92%
10/23/1987,248.22,-0.03,-0.01%
10/26/1987,227.67,-20.55,-8.28%
10/27/1987,233.19,5.52,2.42%
10/28/1987,233.28,0.09,0.04%
10/29/1987,244.77,11.49,4.93%
10/30/1987,251.79,7.02,2.87%
11/2/1987,255.75,3.96,1.57%
11/3/1987,250.82,-4.93,-1.93%
11/4/1987,248.96,-1.86,-0.74%
11/5/1987,254.48,5.52,2.22%
11/6/1987,250.41,-4.07,-1.60%
11/9/1987,243.17,-7.24,-2.89%
11/10/1987,239,-4.17,-1.71%
11/11/1987,241.9,2.9,1.21%
11/12/1987,248.52,6.62,2.74%
11/13/1987,245.64,-2.88,-1.16%
11/16/1987,246.76,1.12,0.46%
11/17/1987,243.04,-3.72,-1.51%
11/18/1987,245.55,2.51,1.03%
11/19/1987,240.05,-5.5,-2.24%
11/20/1987,242,1.95,0.81%
11/23/1987,242.99,0.99,0.41%
11/24/1987,246.39,3.4,1.40%
11/25/1987,244.1,-2.29,-0.93%
11/27/1987,240.34,-3.76,-1.54%
11/30/1987,230.3,-10.04,-4.18%
12/1/1987,232,1.7,0.74%
12/2/1987,233.45,1.45,0.62%
12/3/1987,225.21,-8.24,-3.53%
12/4/1987,223.92,-1.29,-0.57%
12/7/1987,228.76,4.84,2.16%
12/8/1987,234.91,6.15,2.69%
12/9/1987,238.89,3.98,1.69%
12/10/1987,233.57,-5.32,-2.23%
12/11/1987,235.32,1.75,0.75%
12/14/1987,242.19,6.87,2.92%
12/15/1987,242.81,0.62,0.26%
12/16/1987,248.08,5.27,2.17%
12/17/1987,242.98,-5.1,-2.06%
12/18/1987,249.16,6.18,2.54%
12/21/1987,249.54,0.38,0.15%
12/22/1987,249.95,0.41,0.16%
12/23/1987,253.16,3.21,1.28%
12/24/1987,252.03,-1.13,-0.45%
12/28/1987,245.57,-6.46,-2.56%
12/29/1987,244.59,-0.98,-0.40%
12/30/1987,247.86,3.27,1.34%
12/31/1987,247.08,-0.78,-0.31%
1/4/1988,255.94,8.86,3.59%
1/5/1988,258.63,2.69,1.05%
1/6/1988,258.89,0.26,0.10%
1/7/1988,261.07,2.18,0.84%
1/8/1988,243.4,-17.67,-6.77%
1/11/1988,247.49,4.09,1.68%
1/12/1988,245.42,-2.07,-0.84%
1/13/1988,245.81,0.39,0.16%
1/14/1988,245.88,0.07,0.03%
1/15/1988,252.05,6.17,2.51%
1/18/1988,251.88,-0.17,-0.07%
1/19/1988,249.32,-2.56,-1.02%
1/20/1988,242.63,-6.69,-2.68%
1/21/1988,243.14,0.51,0.21%
1/22/1988,246.5,3.36,1.38%
1/25/1988,252.17,5.67,2.30%
1/26/1988,249.57,-2.6,-1.03%
1/27/1988,249.38,-0.19,-0.08%
1/28/1988,253.29,3.91,1.57%
1/29/1988,257.07,3.78,1.49%
2/1/1988,255.04,-2.03,-0.79%
2/2/1988,255.57,0.53,0.21%
2/3/1988,252.21,-3.36,-1.31%
2/4/1988,252.21,0,0.00%
2/5/1988,250.96,-1.25,-0.50%
2/8/1988,249.1,-1.86,-0.74%
2/9/1988,251.72,2.62,1.05%
2/10/1988,256.66,4.94,1.96%
2/11/1988,255.95,-0.71,-0.28%
2/12/1988,257.63,1.68,0.66%
2/16/1988,259.83,2.2,0.85%
2/17/1988,259.21,-0.62,-0.24%
2/18/1988,257.91,-1.3,-0.50%
2/19/1988,261.61,3.7,1.43%
2/22/1988,265.64,4.03,1.54%
2/23/1988,265.02,-0.62,-0.23%
2/24/1988,264.43,-0.59,-0.22%
2/25/1988,261.58,-2.85,-1.08%
2/26/1988,262.46,0.88,0.34%
2/29/1988,267.82,5.36,2.04%
3/1/1988,267.22,-0.6,-0.22%
3/2/1988,267.98,0.76,0.28%
3/3/1988,267.88,-0.1,-0.04%
3/4/1988,267.3,-0.58,-0.22%
3/7/1988,267.38,0.08,0.03%
3/8/1988,269.43,2.05,0.77%
